股票代码,企业名称,年份,数字化转型指数(0-100分),人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数,总词频数
601002,晋亿实业,2018,0,0,0,1,0,1,2
601003,柳钢股份,2018,1,0,1,0,0,4,5
601005,重庆钢铁,2018,0,0,0,1,0,0,1
601006,大秦铁路,2018,0,0,2,0,0,0,2
601007,金陵饭店,2018,0,0,1,0,0,2,3
601008,连云港,2018,0,0,0,0,0,1,1
601009,南京银行,2018,0,0,0,0,0,0,0
601010,文峰股份,2018,1,0,0,0,0,7,7
601011,宝泰隆,2018,0,0,0,0,0,1,1
601012,隆基股份,2018,0,0,0,0,0,0,0
601015,陕西黑猫,2018,0,0,0,0,0,0,0
601016,节能风电,2018,0,0,1,0,0,0,1
601018,宁波港,2018,0,0,0,0,0,0,0
601019,山东出版,2018,0,0,0,0,0,0,0
601020,华钰矿业,2018,0,0,0,0,0,0,0
601021,春秋航空,2018,2,0,2,0,0,15,17
601028,玉龙股份,2018,0,0,0,0,0,0,0
601038,一拖股份,2018,0,0,0,0,0,0,0
601058,赛轮轮胎,2018,0,0,0,2,0,0,2
601066,中信建投,2018,0,0,0,0,0,0,0
601068,中铝国际,2018,0,0,0,0,0,0,0
601069,西部黄金,2018,0,0,0,0,0,0,0
601086,国芳集团,2018,3,2,8,2,1,6,19
601088,中国神华,2018,0,0,0,0,0,0,0
601098,中南传媒,2018,1,0,4,1,0,4,9
601099,太平洋,2018,0,1,0,0,0,1,2
601100,恒立液压,2018,0,2,0,0,0,0,2
601101,昊华能源,2018,0,0,0,0,0,0,0
601106,中国一重,2018,0,0,1,1,0,0,2
601107,四川成渝,2018,0,0,0,0,0,0,0
601108,财通证券,2018,0,0,0,0,0,0,0
601111,中国国航,2018,0,0,0,0,0,0,0
601113,ST华鼎,2018,0,0,0,0,0,0,0
601116,三江购物,2018,1,0,1,0,0,8,9
601117,中国化学,2018,0,0,0,0,0,0,0
601118,海南橡胶,2018,2,0,0,0,0,14,14
601126,四方股份,2018,2,1,2,7,0,4,14
601127,小康股份,2018,1,4,0,1,0,0,5
601128,常熟银行,2018,2,0,6,0,0,8,14
601137,博威合金,2018,2,1,1,9,0,0,11
601138,工业富联,2018,14,26,32,29,0,2,89
601139,深圳燃气,2018,0,1,1,1,0,0,3
601155,新城控股,2018,0,0,0,0,0,0,0
601158,重庆水务,2018,0,0,0,0,0,0,0
601162,天风证券,2018,0,0,2,0,0,2,4
601163,三角轮胎,2018,1,0,2,1,0,2,5
601166,兴业银行,2018,0,0,0,0,0,0,0
601168,西部矿业,2018,0,0,1,1,0,0,2
601169,北京银行,2018,0,0,0,0,0,0,0
601177,杭齿前进,2018,0,0,0,1,0,0,1
601179,中国西电,2018,0,1,0,0,0,0,1
601186,中国铁建,2018,0,0,0,0,0,0,0
601188,龙江交通,2018,0,0,0,0,0,0,0
601198,东兴证券,2018,0,0,0,0,0,0,0
601199,江南水务,2018,0,0,1,1,0,0,2
601200,上海环境,2018,0,0,0,0,0,0,0
601208,东材科技,2018,1,2,1,0,0,2,5
601211,国泰君安,2018,0,0,0,0,0,0,0
601212,白银有色,2018,0,0,0,0,0,0,0
601216,君正集团,2018,0,0,0,0,0,0,0
601218,吉鑫科技,2018,0,0,0,0,0,0,0
601222,林洋能源,2018,6,1,2,25,0,16,44
601225,陕西煤业,2018,0,0,0,0,0,0,0
601226,华电重工,2018,0,0,0,0,0,0,0
601228,广州港,2018,1,0,2,7,0,0,9
601229,上海银行,2018,0,0,0,0,0,0,0
601231,环旭电子,2018,2,1,2,8,0,4,15
601233,桐昆股份,2018,1,1,0,0,0,4,5
601238,广汽集团,2018,0,0,0,0,0,0,0
601258,庞大集团,2018,0,0,0,0,0,0,0
601288,农业银行,2018,0,0,0,0,0,0,0
601298,青岛港,2018,0,0,0,0,0,0,0
601311,骆驼股份,2018,1,0,1,0,0,9,10
601318,中国平安,2018,0,0,0,0,0,0,0
601319,中国人保,2018,0,0,0,0,0,0,0
601326,秦港股份,2018,0,0,0,0,0,0,0
601328,交通银行,2018,0,0,0,0,0,0,0
601330,绿色动力,2018,0,0,0,0,0,0,0
601333,广深铁路,2018,0,0,0,0,0,0,0
601336,新华保险,2018,0,0,0,0,0,0,0
601339,百隆东方,2018,0,0,0,0,0,0,0
601360,三六零,2018,15,16,34,21,4,12,87
601366,利群股份,2018,5,0,5,1,0,36,42
601368,绿城水务,2018,1,0,1,3,0,1,5
601369,陕鼓动力,2018,0,0,3,0,0,0,3
601375,中原证券,2018,0,0,0,0,0,0,0
601377,兴业证券,2018,0,0,0,0,0,0,0
601388,怡球资源,2018,0,0,0,0,0,0,0
601390,中国中铁,2018,0,0,0,0,0,0,0
601398,工商银行,2018,0,0,0,0,0,0,0
601500,通用股份,2018,1,1,1,2,0,0,4
601515,东风股份,2018,0,0,0,0,0,0,0
601518,吉林高速,2018,1,0,2,1,0,2,5
601519,大智慧,2018,8,10,29,2,0,19,60
601555,东吴证券,2018,0,0,0,0,0,0,0
601558,ST锐电,2018,0,0,4,0,0,0,4
601566,九牧王,2018,1,0,4,0,0,6,10
601567,三星医疗,2018,4,0,0,7,0,22,29
601577,长沙银行,2018,3,1,3,1,0,19,24
601579,会稽山,2018,0,0,2,0,0,1,3
601588,北辰实业,2018,0,0,0,0,0,0,0
601595,上海电影,2018,0,0,0,0,0,1,1
601598,中国外运,2018,0,0,0,0,0,0,0
601599,鹿港文化,2018,0,0,1,0,0,0,1
601600,中国铝业,2018,0,0,0,0,0,0,0
601601,中国太保,2018,0,0,0,0,0,0,0
601606,长城军工,2018,0,0,0,0,0,0,0
601607,上海医药,2018,0,0,0,0,0,0,0
601608,中信重工,2018,1,0,3,2,0,0,5
601611,中国核建,2018,0,0,2,1,0,0,3
601615,明阳智能,2018,0,0,0,0,0,0,0
601616,广电电气,2018,0,0,0,0,0,2,2
601618,中国中冶,2018,0,0,0,0,0,0,0
601619,嘉泽新能,2018,6,0,1,0,8,0,9
601628,中国人寿,2018,0,0,0,0,0,0,0
601633,长城汽车,2018,0,0,0,0,0,0,0
601636,旗滨集团,2018,0,0,0,0,0,0,0
601666,平煤股份,2018,0,0,0,0,0,0,0
601668,中国建筑,2018,0,0,0,0,0,0,0
601669,中国电建,2018,0,0,0,0,0,0,0
601677,明泰铝业,2018,0,0,1,0,0,1,2
601678,滨化股份,2018,0,0,0,0,0,0,0
601688,华泰证券,2018,0,0,0,0,0,0,0
601689,拓普集团,2018,0,0,0,0,0,4,4
601699,潞安环能,2018,0,0,0,0,0,0,0
601700,风范股份,2018,0,0,0,0,0,2,2
601717,郑煤机,2018,0,0,0,1,0,0,1
601718,际华集团,2018,0,0,0,0,0,0,0
601727,上海电气,2018,0,0,0,0,0,0,0
601766,中国中车,2018,0,0,0,0,0,0,0
601777,力帆股份,2018,0,0,0,0,0,0,0
601788,光大证券,2018,0,0,0,0,0,0,0
601789,宁波建工,2018,0,0,0,1,0,1,2
601798,＊ST蓝科,2018,2,1,1,9,0,1,12
601799,星宇股份,2018,0,1,0,0,0,0,1
601800,中国交建,2018,0,0,0,0,0,0,0
601801,皖新传媒,2018,2,1,7,5,0,5,18
601808,中海油服,2018,0,1,0,0,0,0,1
601811,新华文轩,2018,2,3,4,0,0,4,11
601818,光大银行,2018,0,0,0,0,0,0,0
601828,美凯龙,2018,0,0,0,0,0,0,0
601838,成都银行,2018,2,1,2,1,1,10,15
601857,中国石油,2018,0,0,0,0,0,0,0
601858,中国科传,2018,3,4,15,1,0,4,24
601860,紫金银行,2018,2,0,2,0,1,6,9
601865,福莱特,2018,0,0,0,0,0,0,0
601866,中远海发,2018,0,0,0,0,0,1,1
601869,长飞光纤,2018,2,1,1,4,0,6,12
601872,招商轮船,2018,0,0,0,0,0,0,0
601877,正泰电器,2018,0,0,0,0,0,0,0
601878,浙商证券,2018,0,0,0,0,0,0,0
601880,大连港,2018,0,0,0,0,0,0,0
601881,中国银河,2018,0,0,0,0,0,0,0
601882,海天精工,2018,0,0,0,0,0,0,0
601886,江河集团,2018,0,0,0,0,0,0,0
601888,中国国旅,2018,1,1,2,0,0,3,6
601890,亚星锚链,2018,0,0,0,0,0,0,0
601898,中煤能源,2018,0,0,0,0,0,0,0
601899,紫金矿业,2018,0,0,0,0,0,0,0
601900,南方传媒,2018,0,0,0,0,0,0,0
601901,方正证券,2018,0,0,0,0,0,0,0
601908,京运通,2018,0,0,0,0,0,0,0
601918,新集能源,2018,1,0,0,0,0,7,7
601919,中远海控,2018,0,0,0,0,0,0,0
601928,凤凰传媒,2018,3,5,5,3,0,7,20
601929,吉视传媒,2018,5,0,16,10,0,17,43
601933,永辉超市,2018,4,0,2,8,0,20,30
601939,建设银行,2018,0,0,0,0,0,0,0
601949,中国出版,2018,1,0,1,1,0,6,8
601952,苏垦农发,2018,0,0,0,0,0,3,3
601958,金钼股份,2018,0,0,0,0,0,1,1
601965,中国汽研,2018,1,1,1,1,0,5,8
601966,玲珑轮胎,2018,1,3,1,0,0,0,4
601968,宝钢包装,2018,0,0,0,0,0,0,0
601969,海南矿业,2018,0,0,0,0,0,3,3
601975,ST长油,2018,0,0,1,0,0,0,1
601985,中国核电,2018,0,0,2,0,0,0,2
601988,中国银行,2018,0,0,0,0,0,0,0
601989,中国重工,2018,0,0,0,0,0,0,0
601990,南京证券,2018,0,0,0,0,0,0,0
601991,大唐发电,2018,0,0,0,0,0,0,0
601992,金隅集团,2018,0,0,0,0,0,0,0
601996,丰林集团,2018,0,0,0,0,0,0,0
601997,贵阳银行,2018,3,0,17,0,1,6,24
601998,中信银行,2018,0,0,0,0,0,0,0
601999,出版传媒,2018,1,1,2,2,0,1,6
603000,人民网,2018,2,3,11,1,0,2,17
603001,奥康国际,2018,1,1,3,0,0,8,12
603002,宏昌电子,2018,0,0,0,0,0,0,0
603003,龙宇燃油,2018,7,3,12,30,0,1,46
603005,晶方科技,2018,2,3,2,6,0,1,12
603006,联明股份,2018,0,0,0,0,0,0,0
603007,花王股份,2018,1,0,2,2,0,0,4
603008,喜临门,2018,1,0,3,0,0,7,10
603009,北特科技,2018,0,0,0,0,0,0,0
603010,万盛股份,2018,0,0,0,0,0,0,0
603011,合锻智能,2018,0,0,3,1,0,0,4
603012,创力集团,2018,0,0,0,0,0,0,0
603013,亚普股份,2018,0,0,2,0,0,1,3
603015,弘讯科技,2018,3,4,2,6,0,7,19
603016,新宏泰,2018,0,0,0,0,0,0,0
603017,中衡设计,2018,0,0,0,1,0,0,1
603018,中设集团,2018,2,2,13,1,0,4,20
603019,中科曙光,2018,34,21,60,149,0,7,237
603020,爱普股份,2018,0,0,0,0,0,0,0
603021,山东华鹏,2018,1,0,0,0,0,7,7
603022,新通联,2018,0,0,0,0,0,0,0
603023,威帝股份,2018,0,0,0,0,0,0,0
603025,大豪科技,2018,1,2,2,4,0,1,9
603026,石大胜华,2018,0,0,0,0,0,0,0
603027,千禾味业,2018,3,0,1,0,0,22,23
603028,赛福天,2018,0,0,0,0,0,0,0
603029,天鹅股份,2018,1,0,1,0,0,4,5
603030,全筑股份,2018,0,0,0,0,0,4,4
603031,安德利,2018,3,1,1,0,0,26,28
603032,德新交运,2018,0,0,2,0,0,1,3
603033,三维股份,2018,0,0,0,0,0,0,0
603035,常熟汽饰,2018,0,0,0,0,0,0,0
603036,如通股份,2018,0,0,0,0,0,0,0
603037,凯众股份,2018,0,0,0,0,0,0,0
603038,华立股份,2018,0,0,0,0,0,0,0
603039,泛微网络,2018,3,5,0,7,0,4,16
603040,新坐标,2018,0,1,0,0,0,0,1
603041,美思德,2018,0,0,0,0,0,0,0
603042,华脉科技,2018,2,0,1,8,0,2,11
603043,广州酒家,2018,2,0,0,0,0,20,20
603045,福达合金,2018,0,0,0,1,0,0,1
603050,科林电气,2018,6,0,1,3,0,51,55
603055,台华新材,2018,0,0,0,2,0,0,2
603056,德邦股份,2018,5,7,9,2,0,16,34
603058,永吉股份,2018,0,0,0,0,0,3,3
603059,倍加洁,2018,0,0,0,0,0,0,0
603060,国检集团,2018,1,0,7,1,0,0,8
603063,禾望电气,2018,1,0,3,0,0,4,7
603066,音飞储存,2018,3,5,3,4,0,7,19
603067,振华股份,2018,0,0,0,0,0,0,0
603069,海汽集团,2018,0,0,0,0,0,1,1
603076,乐惠国际,2018,0,0,0,0,0,1,1
603077,和邦生物,2018,1,0,0,0,0,5,5
603078,江化微,2018,0,0,0,0,0,0,0
603079,圣达生物,2018,0,0,0,0,0,0,0
603080,新疆火炬,2018,0,0,0,0,0,0,0
603081,大丰实业,2018,1,2,3,0,0,0,5
603083,剑桥科技,2018,4,2,1,24,0,0,27
603085,天成自控,2018,0,0,0,0,0,0,0
603086,先达股份,2018,0,0,0,0,0,0,0
603088,宁波精达,2018,0,0,0,0,0,1,1
603089,正裕工业,2018,0,0,0,0,0,1,1
603090,宏盛股份,2018,0,0,0,0,0,0,0
603096,新经典,2018,0,0,1,0,0,0,1
603098,森特股份,2018,0,0,0,0,0,0,0
603099,长白山,2018,0,0,0,0,0,0,0
603100,川仪股份,2018,2,3,7,7,0,0,17
603101,汇嘉时代,2018,1,1,3,0,0,3,7
603103,横店影视,2018,0,0,1,0,0,1,2
603105,芯能科技,2018,0,0,3,0,0,0,3
603106,恒银金融,2018,8,10,5,4,0,37,56
603108,润达医疗,2018,0,0,0,0,0,0,0
603110,东方材料,2018,0,0,0,0,0,0,0
603111,康尼机电,2018,1,1,2,0,0,3,6
603113,金能科技,2018,1,0,0,0,1,0,1
603116,红蜻蜓,2018,3,2,3,0,0,16,21
603117,万林物流,2018,1,1,1,2,1,0,5
603118,共进股份,2018,3,0,2,1,0,20,23
603121,华培动力,2018,0,0,0,0,0,2,2
603123,翠微股份,2018,0,0,0,0,0,1,1
603126,中材节能,2018,0,0,0,0,0,2,2
603127,昭衍新药,2018,0,0,0,0,0,0,0
603128,华贸物流,2018,0,0,0,0,0,0,0
603129,春风动力,2018,2,1,1,9,0,2,13
603131,上海沪工,2018,1,0,3,3,0,0,6
603133,碳元科技,2018,1,0,0,0,0,9,9
603136,天目湖,2018,2,0,4,2,0,7,13
603138,海量数据,2018,2,0,19,0,0,4,23
603139,康惠制药,2018,0,0,0,0,0,1,1
603156,养元饮品,2018,0,0,1,0,0,3,4
603157,拉夏贝尔,2018,4,0,2,1,0,28,31
603158,腾龙股份,2018,0,0,0,0,0,0,0
603159,上海亚虹,2018,0,1,0,0,0,0,1
603160,汇顶科技,2018,3,3,2,10,0,8,23
603161,科华控股,2018,1,2,2,0,0,0,4
603165,荣晟环保,2018,0,0,0,0,0,0,0
603166,福达股份,2018,0,0,0,0,0,0,0
603167,渤海轮渡,2018,0,0,2,0,0,0,2
603168,莎普爱思,2018,0,0,0,0,0,1,1
603169,兰石重装,2018,0,0,0,0,0,0,0
603177,德创环保,2018,0,0,0,0,0,0,0
603178,圣龙股份,2018,0,1,1,0,0,0,2
603179,新泉股份,2018,0,0,0,0,0,0,0
603180,金牌厨柜,2018,4,6,3,1,0,20,30
603181,皇马科技,2018,0,0,0,0,0,0,0
603183,建研院,2018,0,0,0,0,0,0,0
603185,上机数控,2018,0,1,1,1,0,0,3
603186,华正新材,2018,3,5,1,11,0,0,17
603187,海容冷链,2018,1,2,1,1,0,1,5
603188,亚邦股份,2018,0,0,0,0,0,0,0
603189,网达软件,2018,11,12,20,18,0,27,77
603192,汇得科技,2018,0,0,0,0,0,0,0
603196,日播时尚,2018,3,2,6,0,0,15,23
603197,保隆科技,2018,0,0,0,0,0,1,1
603198,迎驾贡酒,2018,0,0,1,0,0,3,4
603199,九华旅游,2018,1,0,0,0,0,6,6
603200,上海洗霸,2018,0,0,0,0,0,0,0
603203,快克股份,2018,1,1,4,1,0,1,7
603208,江山欧派,2018,0,0,0,0,0,0,0
603214,爱婴室,2018,3,0,1,0,0,21,22
603218,日月股份,2018,0,0,0,0,0,0,0
603220,贝通信,2018,1,0,0,6,0,0,6
603222,济民制药,2018,0,0,0,0,0,1,1
603223,恒通股份,2018,1,1,3,4,0,2,10
603225,新凤鸣,2018,0,0,2,0,0,0,2
603226,菲林格尔,2018,0,0,2,0,0,2,4
603227,雪峰科技,2018,0,0,0,0,0,0,0
603228,景旺电子,2018,1,3,2,3,0,1,9
603229,奥翔药业,2018,0,0,0,0,0,0,0
603232,格尔软件,2018,7,2,6,14,3,14,39
603233,大参林,2018,1,0,1,0,0,8,9
603238,诺邦股份,2018,0,0,0,0,0,1,1
603239,浙江仙通,2018,0,0,0,0,0,0,0
603258,电魂网络,2018,0,0,1,0,0,3,4
603259,药明康德,2018,0,0,0,0,0,0,0
603260,合盛硅业,2018,0,0,0,1,0,0,1
603266,天龙股份,2018,0,0,0,0,0,0,0
603268,松发股份,2018,1,0,1,0,0,5,6
603269,海鸥股份,2018,0,0,0,0,0,0,0
603277,银都股份,2018,0,0,0,0,0,0,0
603278,大业股份,2018,0,0,0,0,0,0,0
603283,赛腾股份,2018,0,0,0,0,0,0,0
603286,日盈电子,2018,0,0,0,0,0,0,0
603288,海天味业,2018,1,2,3,1,0,4,10
603289,泰瑞机器,2018,1,0,0,2,0,3,5
603297,永新光学,2018,2,4,2,4,0,0,10
603298,杭叉集团,2018,2,1,2,10,0,2,15
603299,苏盐井神,2018,0,0,0,0,0,1,1
603300,华铁科技,2018,1,0,0,7,0,1,8
603301,振德医疗,2018,1,0,0,2,0,3,5
603303,得邦照明,2018,1,1,0,0,0,7,8
603305,旭升股份,2018,0,0,0,0,0,0,0
603306,华懋科技,2018,0,0,0,0,0,0,0
603308,应流股份,2018,0,0,0,0,0,0,0
603309,维力医疗,2018,0,0,0,0,0,0,0
603311,金海环境,2018,0,0,0,0,0,0,0
603313,梦百合,2018,1,0,0,0,0,7,7
603315,福鞍股份,2018,0,0,0,0,0,0,0
603316,诚邦股份,2018,0,0,0,0,0,0,0
603318,派思股份,2018,0,0,0,0,0,0,0
603319,湘油泵,2018,0,0,0,0,0,0,0
603320,迪贝电气,2018,0,0,0,0,0,0,0
603321,梅轮电梯,2018,0,0,0,0,0,0,0
603322,超讯通信,2018,11,1,2,64,0,5,72
603323,苏农银行,2018,1,1,0,0,0,7,8
603326,我乐家居,2018,0,0,1,0,0,3,4
603328,依顿电子,2018,3,9,0,2,0,3,14
603329,上海雅仕,2018,4,2,3,8,2,7,22
603330,上海天洋,2018,0,0,0,0,0,2,2
603331,百达精工,2018,0,0,0,0,0,0,0
603332,苏州龙杰,2018,0,0,0,0,0,0,0
603333,尚纬股份,2018,1,1,2,0,0,1,4
603335,迪生力,2018,0,0,0,0,0,0,0
603336,宏辉果蔬,2018,0,0,0,0,0,0,0
603337,杰克股份,2018,1,2,0,1,0,6,9
603338,浙江鼎力,2018,0,0,0,0,0,0,0
603339,四方科技,2018,0,0,0,0,0,0,0
603345,安井食品,2018,1,0,1,4,0,0,5
603348,文灿股份,2018,0,0,0,0,0,0,0
603351,威尔药业,2018,0,0,0,0,0,0,0
603355,莱克电气,2018,0,0,0,0,0,2,2
603356,华菱精工,2018,0,0,0,0,0,1,1
603357,设计总院,2018,1,1,3,4,0,1,9
603358,华达科技,2018,0,0,0,0,0,0,0
603359,东珠生态,2018,0,0,0,0,0,0,0
603360,百傲化学,2018,0,0,0,0,0,0,0
603363,傲农生物,2018,0,0,0,0,0,0,0
603365,水星家纺,2018,2,0,4,0,0,18,22
603366,日出东方,2018,1,0,0,0,0,11,11
603367,辰欣药业,2018,0,0,0,0,0,0,0
603368,柳药股份,2018,3,0,8,0,0,17,25
603369,今世缘,2018,0,0,0,1,0,0,1
603377,东方时尚,2018,0,0,0,0,0,0,0
603378,亚士创能,2018,0,0,0,0,0,1,1
603380,易德龙,2018,0,0,2,0,0,0,2
603383,顶点软件,2018,12,13,23,7,4,24,71
603385,惠达卫浴,2018,5,2,6,2,0,27,37
603386,广东骏亚,2018,0,0,0,1,0,0,1
603387,基蛋生物,2018,0,0,0,0,0,0,0
603388,元成股份,2018,0,0,0,0,0,0,0
603389,亚振家居,2018,1,1,2,0,0,6,9
603393,新天然气,2018,0,0,0,0,0,3,3
603396,金辰股份,2018,1,1,4,1,0,0,6
603398,邦宝益智,2018,1,2,1,2,0,0,5
603399,吉翔股份,2018,1,0,4,0,0,1,5
603416,信捷电气,2018,3,2,13,9,0,0,24
603421,鼎信通讯,2018,8,5,1,24,0,23,53
603429,集友股份,2018,0,0,0,0,0,0,0
603444,吉比特,2018,1,1,3,3,0,3,10
603456,九洲药业,2018,0,0,0,0,0,0,0
603458,勘设股份,2018,1,1,1,0,0,2,4
603466,风语筑,2018,1,2,8,1,0,0,11
603477,振静股份,2018,0,0,0,0,0,0,0
603486,科沃斯,2018,11,26,20,1,0,21,68
603488,展鹏科技,2018,1,0,0,6,0,0,6
603496,恒为科技,2018,12,24,33,11,1,7,76
603499,翔港科技,2018,0,0,2,1,0,0,3
603500,祥和实业,2018,0,0,0,0,0,0,0
603501,韦尔股份,2018,0,0,0,0,0,0,0
603505,金石资源,2018,0,0,0,0,0,0,0
603506,南都物业,2018,1,0,0,4,0,2,6
603507,振江股份,2018,1,0,0,2,0,3,5
603508,思维列控,2018,1,1,7,2,0,1,11
603515,欧普照明,2018,4,3,2,11,0,11,27
603516,淳中科技,2018,1,0,8,2,0,2,12
603517,绝味食品,2018,0,0,0,0,0,2,2
603518,维格娜丝,2018,2,1,1,0,0,11,13
603519,立霸股份,2018,0,0,0,0,0,0,0
603520,司太立,2018,0,0,0,0,0,0,0
603527,众源新材,2018,0,0,0,0,0,0,0
603528,多伦科技,2018,9,19,10,7,0,19,55
603533,掌阅科技,2018,1,0,3,0,0,2,5
603535,嘉诚国际,2018,9,10,4,10,0,39,63
603536,惠发股份,2018,0,0,1,0,0,0,1
603538,美诺华,2018,0,0,0,0,0,0,0
603555,贵人鸟,2018,1,0,0,0,0,10,10
603556,海兴电力,2018,7,0,4,30,0,18,52
603557,起步股份,2018,1,0,5,0,0,4,9
603558,健盛集团,2018,0,0,0,0,0,1,1
603559,中通国脉,2018,3,0,16,5,0,2,23
603566,普莱柯,2018,0,0,0,0,0,1,1
603567,珍宝岛,2018,0,0,0,0,0,4,4
603568,伟明环保,2018,0,0,1,0,0,0,1
603569,长久物流,2018,3,1,5,7,1,3,17
603577,汇金通,2018,0,0,0,0,0,2,2
603578,三星新材,2018,0,0,0,0,0,0,0
603579,荣泰健康,2018,4,1,2,1,0,30,34
603580,艾艾精工,2018,0,0,0,0,0,0,0
603583,捷昌驱动,2018,3,0,0,0,0,22,22
603585,苏利股份,2018,0,0,0,0,0,0,0
603586,金麒麟,2018,0,0,0,0,0,1,1
603587,地素时尚,2018,2,1,1,3,0,7,12
603588,高能环境,2018,0,0,0,0,0,0,0
603589,口子窖,2018,0,0,0,0,0,0,0
603590,康辰药业,2018,0,0,0,0,0,0,0
603595,东尼电子,2018,1,3,0,0,0,1,4
603596,伯特利,2018,0,0,1,0,0,0,1
603598,引力传媒,2018,7,14,29,5,0,2,50
603599,广信股份,2018,0,0,0,0,0,0,0
603600,永艺股份,2018,2,1,0,0,0,11,12
603601,再升科技,2018,0,0,0,0,0,2,2
603602,纵横通信,2018,2,3,3,8,0,1,15
603603,博天环境,2018,0,0,0,0,0,0,0
603605,珀莱雅,2018,2,0,0,0,0,14,14
603606,东方电缆,2018,0,0,0,0,0,3,3
603607,京华激光,2018,0,0,0,0,0,0,0
603608,天创时尚,2018,0,0,0,0,0,0,0
603609,禾丰牧业,2018,0,0,0,0,0,0,0
603611,诺力股份,2018,1,0,2,4,0,1,7
603612,索通发展,2018,0,0,0,0,0,0,0
603615,茶花股份,2018,1,0,2,1,0,5,8
603616,韩建河山,2018,0,0,0,1,0,0,1
603617,君禾股份,2018,1,0,0,0,0,9,9
603618,杭电股份,2018,0,0,0,0,0,0,0
603619,中曼石油,2018,0,0,1,0,0,0,1
603626,科森科技,2018,1,2,2,0,0,0,4
603628,清源股份,2018,0,0,0,0,0,0,0
603629,利通电子,2018,0,0,0,0,0,0,0
603630,拉芳家化,2018,2,2,0,0,0,13,15
603633,徕木股份,2018,0,0,0,0,0,0,0
603636,南威软件,2018,16,6,76,26,3,7,118
603637,镇海股份,2018,0,0,0,0,0,0,0
603638,艾迪精密,2018,0,0,0,0,0,0,0
603639,海利尔,2018,1,0,2,0,0,8,10
603648,畅联股份,2018,1,0,0,4,0,1,5
603650,彤程新材,2018,0,2,0,0,0,0,2
603655,朗博科技,2018,0,0,0,0,0,0,0
603656,泰禾光电,2018,1,3,1,0,0,0,4
603657,春光科技,2018,0,0,0,0,0,0,0
603658,安图生物,2018,0,0,0,2,0,0,2
603659,璞泰来,2018,1,1,2,0,0,3,6
603660,苏州科达,2018,14,26,36,21,0,10,93
603661,恒林股份,2018,1,0,0,0,0,7,7
603663,三祥新材,2018,0,0,0,0,0,0,0
603665,康隆达,2018,0,0,0,0,0,0,0
603666,亿嘉和,2018,5,9,7,2,0,15,33
603667,五洲新春,2018,0,0,0,0,0,0,0
603668,天马科技,2018,0,0,0,2,0,0,2
603669,灵康药业,2018,0,0,0,0,0,0,0
603676,卫信康,2018,0,0,0,0,0,0,0
603677,奇精机械,2018,0,1,0,0,0,0,1
603678,火炬电子,2018,1,0,1,4,0,2,7
603679,华体科技,2018,2,2,8,6,0,0,16
603680,今创集团,2018,0,0,0,0,0,0,0
603683,晶华新材,2018,0,0,0,0,0,1,1
603685,晨丰科技,2018,0,0,0,0,0,0,0
603686,龙马环卫,2018,1,1,2,3,0,0,6
603688,石英股份,2018,2,1,1,5,1,0,8
603689,皖天然气,2018,0,0,0,0,0,1,1
603690,至纯科技,2018,0,1,0,1,0,1,3
603693,江苏新能,2018,0,0,0,0,0,0,0
603696,安记食品,2018,0,0,1,0,0,1,2
603698,航天工程,2018,0,0,0,0,0,0,0
603699,纽威股份,2018,0,0,0,0,0,1,1
603700,宁波水表,2018,3,0,3,12,0,5,20
603701,德宏股份,2018,0,0,0,1,0,0,1
603703,盛洋科技,2018,0,0,0,0,0,0,0
603706,东方环宇,2018,0,0,0,0,0,0,0
603707,健友股份,2018,0,0,1,0,0,0,1
603708,家家悦,2018,1,0,3,0,0,3,6
603709,中源家居,2018,3,2,3,2,0,18,25
603711,香飘飘,2018,0,0,0,0,0,1,1
603712,七一二,2018,1,0,1,3,0,1,5
603713,密尔克卫,2018,1,0,5,2,0,1,8
603716,塞力斯,2018,1,0,11,2,0,0,13
603717,天域生态,2018,0,0,0,0,0,0,0
603718,海利生物,2018,0,0,0,0,0,2,2
603721,中广天择,2018,1,0,0,0,0,10,10
603722,阿科力,2018,0,0,1,0,0,1,2
603725,天安新材,2018,1,0,1,3,0,1,5
603726,朗迪集团,2018,0,0,0,0,0,0,0
603727,博迈科,2018,0,0,1,1,0,0,2
603728,鸣志电器,2018,4,3,2,6,0,15,26
603729,龙韵股份,2018,0,0,2,0,0,1,3
603730,岱美股份,2018,0,0,0,0,0,0,0
603733,仙鹤股份,2018,0,0,0,0,0,0,0
603737,三棵树,2018,1,1,3,0,0,6,10
603738,泰晶科技,2018,4,1,2,21,0,0,24
603739,蔚蓝生物,2018,0,0,1,0,0,0,1
603757,大元泵业,2018,0,0,0,2,0,0,2
603758,秦安股份,2018,0,0,0,0,0,0,0
603766,隆鑫通用,2018,0,0,0,0,0,0,0
603767,中马传动,2018,0,0,0,0,0,0,0
603768,常青股份,2018,0,0,0,0,0,0,0
603773,沃格光电,2018,1,0,1,0,0,6,7
603776,永安行,2018,3,0,4,11,0,6,21
603777,来伊份,2018,4,2,9,1,0,25,37
603778,乾景园林,2018,0,0,0,0,0,0,0
603779,威龙股份,2018,1,0,0,0,0,5,5
603787,新日股份,2018,1,0,0,5,0,0,5
603788,宁波高发,2018,0,0,0,0,0,0,0
603789,星光农机,2018,1,0,0,5,0,4,9
