股票代码,企业名称,年份,人工智能词频数,大数据词频数,云计算词频数,区块链词频数,数字技术运用词频数
000301,东方市场,2016,0,1,0,0,15
000333,美的集团,2016,2,2,3,0,8
000338,潍柴动力,2016,0,1,0,0,0
000400,许继电气,2016,0,1,1,0,7
000401,冀东水泥,2016,0,0,0,0,0
000402,金融街,2016,0,1,0,0,1
000403,ST生化,2016,0,0,0,0,0
000404,华意压缩,2016,0,0,0,0,0
000407,胜利股份,2016,0,0,0,0,0
000408,＊ST金源,2016,0,0,0,0,0
000409,山东地矿,2016,0,2,0,0,0
000410,沈阳机床,2016,0,0,0,0,0
000411,英特集团,2016,0,0,0,0,15
000413,东旭光电,2016,0,0,0,0,0
000415,渤海金控,2016,0,0,0,0,0
000416,民生控股,2016,0,0,0,0,7
000417,合肥百货,2016,0,2,0,0,1
000418,小天鹅A,2016,0,1,0,0,8
000419,通程控股,2016,0,0,0,0,10
000420,吉林化纤,2016,0,0,0,0,0
000421,南京公用,2016,0,0,0,0,0
000422,湖北宜化,2016,0,0,0,0,1
000423,东阿阿胶,2016,0,0,0,0,5
000425,徐工机械,2016,0,1,1,0,1
000426,兴业矿业,2016,0,0,0,0,0
000428,华天酒店,2016,0,1,0,0,10
000429,粤高速A,2016,0,0,0,0,2
000430,张家界,2016,0,0,0,0,0
000488,晨鸣纸业,2016,0,0,0,0,0
000498,山东路桥,2016,0,0,0,0,0
000501,鄂武商A,2016,0,0,0,0,4
000502,绿景控股,2016,0,2,0,0,1
000503,海虹控股,2016,5,6,0,0,90
000504,＊ST生物,2016,0,1,3,0,0
000505,＊ST珠江,2016,0,0,0,0,0
000506,中润资源,2016,0,0,0,0,0
000507,珠海港,2016,0,0,0,0,1
000509,华塑控股,2016,0,0,0,0,2
000510,金路集团,2016,0,0,0,0,0
000511,＊ST烯碳,2016,0,0,1,0,0
000513,丽珠集团,2016,0,0,0,0,0
000514,渝开发,2016,0,0,0,0,0
000516,国际医学,2016,0,1,1,0,4
000517,荣安地产,2016,0,0,0,0,0
000518,四环生物,2016,0,0,0,0,0
000519,中兵红箭,2016,0,0,0,0,1
000520,长航凤凰,2016,0,0,0,0,0
000521,美菱电器,2016,0,0,0,0,0
000523,广州浪奇,2016,0,0,0,0,12
000524,岭南控股,2016,0,4,0,0,1
000525,红太阳,2016,0,0,0,0,0
000526,紫光学大,2016,0,0,0,0,0
000528,柳工,2016,0,0,0,0,0
000529,广弘控股,2016,0,0,0,0,35
000530,大冷股份,2016,0,0,1,0,0
000531,穗恒运A,2016,0,0,0,0,1
000532,力合股份,2016,1,2,0,0,2
000533,万家乐,2016,0,1,1,0,0
000534,万泽股份,2016,0,0,0,0,0
000536,华映科技,2016,2,1,0,0,0
000537,广宇发展,2016,0,2,0,0,0
000538,云南白药,2016,0,3,0,0,11
000539,粤电力A,2016,0,0,0,0,0
000540,中天金融,2016,0,0,0,0,0
000541,佛山照明,2016,0,0,0,0,0
000543,皖能电力,2016,0,0,0,0,0
000544,中原环保,2016,0,0,0,0,0
000545,金浦钛业,2016,0,0,0,0,0
000546,金圆股份,2016,0,0,0,0,0
000547,航天发展,2016,0,3,0,0,0
000548,湖南投资,2016,0,0,0,0,0
000550,江铃汽车,2016,0,0,0,0,0
000551,创元科技,2016,0,6,1,0,3
000552,靖远煤电,2016,0,0,0,0,0
000553,沙隆达A,2016,0,0,0,0,0
000554,泰山石油,2016,0,1,0,0,0
000555,神州信息,2016,1,53,27,0,20
000557,西部创业,2016,0,0,0,0,0
000558,莱茵体育,2016,0,0,0,0,0
000559,万向钱潮,2016,0,0,0,0,0
000560,昆百大A,2016,0,0,0,0,0
000561,烽火电子,2016,0,0,0,0,0
000563,陕国投A,2016,0,0,0,0,1
000564,供销大集,2016,0,0,0,0,0
000565,渝三峡A,2016,0,0,0,0,1
000566,海南海药,2016,0,0,0,0,2
000567,海德股份,2016,0,0,0,0,0
000568,泸州老窖,2016,0,2,4,0,4
000570,苏常柴A,2016,0,0,0,0,0
000571,新大洲A,2016,0,0,0,0,0
000572,海马汽车,2016,2,1,0,0,0
000573,粤宏远A,2016,0,0,0,0,0
000576,广东甘化,2016,0,0,0,0,1
000581,威孚高科,2016,0,0,0,0,0
000582,北部湾港,2016,0,0,0,0,0
000584,友利控股,2016,28,2,0,0,1
000585,东北电气,2016,0,0,0,0,1
000586,汇源通信,2016,0,2,1,0,2
000587,金洲慈航,2016,0,0,0,0,5
000589,黔轮胎A,2016,0,0,0,0,0
000590,启迪古汉,2016,0,0,0,0,1
000591,太阳能,2016,0,0,0,0,0
000592,平潭发展,2016,0,0,0,0,4
000593,大通燃气,2016,0,0,0,0,0
000595,宝塔实业,2016,0,0,0,0,0
000596,古井贡酒,2016,0,0,1,0,7
000597,东北制药,2016,0,0,0,0,2
000598,兴蓉环境,2016,0,0,0,0,0
000599,青岛双星,2016,0,0,7,0,0
000600,建投能源,2016,0,0,0,0,0
000601,韶能股份,2016,0,0,0,0,0
000603,盛达矿业,2016,0,0,1,0,0
000605,渤海股份,2016,0,0,0,0,0
000606,＊ST易桥,2016,0,9,0,2,6
000607,华媒控股,2016,0,3,0,0,46
000608,阳光股份,2016,0,0,0,0,4
000609,绵石投资,2016,0,0,4,0,5
000610,西安旅游,2016,0,0,0,0,1
000611,＊ST天首,2016,0,0,5,0,1
000612,焦作万方,2016,0,0,0,0,0
000613,大东海A,2016,0,0,0,0,4
000615,京汉股份,2016,0,0,0,0,0
000616,海航投资,2016,0,0,0,0,0
000617,中油资本,2016,0,1,0,0,2
000619,海螺型材,2016,0,0,0,0,0
000620,新华联,2016,0,1,0,0,2
000622,＊ST恒立,2016,0,0,0,0,0
000623,吉林敖东,2016,0,0,0,0,0
000625,长安汽车,2016,1,2,0,0,0
000626,远大控股,2016,0,0,0,0,0
000627,天茂集团,2016,0,0,0,0,1
000628,高新发展,2016,0,0,0,0,0
000629,＊ST钒钛,2016,0,0,0,0,3
000630,铜陵有色,2016,0,0,0,0,0
000631,顺发恒业,2016,0,0,0,0,0
000632,三木集团,2016,0,0,0,0,2
000633,＊ST合金,2016,0,0,0,0,2
000635,英力特,2016,0,0,0,0,0
000636,风华高科,2016,0,0,0,0,3
000637,茂化实华,2016,0,0,0,0,0
000638,万方发展,2016,0,20,0,0,31
000639,西王食品,2016,0,0,0,0,4
000650,仁和药业,2016,0,0,0,0,11
000651,格力电器,2016,1,3,1,0,10
000652,泰达股份,2016,0,0,0,0,1
000655,金岭矿业,2016,0,0,0,0,0
000656,金科股份,2016,0,0,0,0,0
000657,中钨高新,2016,0,0,0,0,2
000659,珠海中富,2016,0,0,0,0,0
000661,长春高新,2016,0,0,0,0,1
000662,天夏智慧,2016,0,7,9,0,8
000663,永安林业,2016,0,0,0,0,3
000665,湖北广电,2016,0,22,16,0,7
000666,经纬纺机,2016,0,1,0,0,2
000667,美好置业,2016,0,0,0,0,0
000668,荣丰控股,2016,0,0,0,0,0
000669,金鸿能源,2016,0,2,0,0,0
000670,＊ST盈方,2016,0,8,0,0,7
000671,阳光城,2016,0,0,0,0,0
000672,上峰水泥,2016,0,1,0,0,5
000673,当代东方,2016,0,3,0,0,0
000676,智度股份,2016,0,0,0,0,0
000677,恒天海龙,2016,0,0,0,0,0
000678,襄阳轴承,2016,0,0,0,0,0
000679,大连友谊,2016,0,0,0,0,1
000680,山推股份,2016,0,1,0,0,0
000681,视觉中国,2016,9,21,1,0,19
000682,东方电子,2016,0,5,3,0,11
000683,远兴能源,2016,0,0,0,0,9
000685,中山公用,2016,0,1,0,0,0
000686,东北证券,2016,0,0,0,0,0
000687,华讯方舟,2016,0,4,0,0,3
000688,建新矿业,2016,0,0,0,0,1
000690,宝新能源,2016,0,0,0,0,0
000691,ST亚太,2016,0,0,0,0,0
000692,惠天热电,2016,0,0,0,0,0
000693,ST华泽,2016,0,0,0,0,0
000695,滨海能源,2016,0,0,0,0,0
000697,炼石有色,2016,0,0,0,0,0
000698,沈阳化工,2016,0,1,0,0,0
000700,模塑科技,2016,0,0,0,0,0
000701,厦门信达,2016,0,0,0,0,0
000702,正虹科技,2016,0,0,0,0,0
000703,恒逸石化,2016,0,4,2,0,1
000705,浙江震元,2016,0,0,0,0,4
000707,双环科技,2016,0,0,0,0,0
000708,大冶特钢,2016,0,0,0,0,0
000709,河钢股份,2016,0,0,0,0,0
000710,天兴仪表,2016,0,0,0,0,0
000711,京蓝科技,2016,0,5,3,2,3
000712,锦龙股份,2016,0,1,0,0,6
000713,丰乐种业,2016,0,0,0,0,0
000715,中兴商业,2016,0,0,0,0,6
000716,黑芝麻,2016,0,0,0,0,11
000717,韶钢松山,2016,0,1,0,0,0
000718,苏宁环球,2016,0,0,0,0,1
000719,大地传媒,2016,0,0,0,0,4
000720,新能泰山,2016,0,1,0,0,1
000721,西安饮食,2016,0,0,0,0,1
000722,湖南发展,2016,0,0,0,0,0
000723,美锦能源,2016,0,0,0,0,0
000725,京东方A,2016,8,6,6,0,5
000726,鲁泰A,2016,0,0,0,0,5
000727,华东科技,2016,0,0,0,0,0
000728,国元证券,2016,0,0,0,0,0
000729,燕京啤酒,2016,0,0,0,0,0
000731,四川美丰,2016,0,0,0,0,0
000732,泰禾集团,2016,0,0,0,0,0
000733,振华科技,2016,0,2,0,0,0
000735,罗牛山,2016,0,0,2,0,1
000736,中交地产,2016,0,0,0,0,0
000737,南风化工,2016,0,0,0,0,1
000738,中航动控,2016,0,0,0,0,0
000739,普洛药业,2016,0,0,0,0,0
000750,国海证券,2016,0,0,0,0,0
000751,锌业股份,2016,0,0,0,0,0
000752,西藏发展,2016,0,0,0,0,0
000753,漳州发展,2016,0,0,0,0,1
000755,山西三维,2016,0,0,0,0,2
000756,新华制药,2016,0,0,0,0,5
000757,浩物股份,2016,0,0,0,0,0
000758,中色股份,2016,0,0,0,0,0
000759,中百集团,2016,0,0,0,0,11
000760,斯太尔,2016,0,0,0,0,0
000761,本钢板材,2016,0,0,0,0,0
000762,西藏矿业,2016,0,0,0,0,0
000766,通化金马,2016,0,1,0,0,0
000767,漳泽电力,2016,0,0,0,0,1
000768,中航飞机,2016,0,0,0,0,0
000776,广发证券,2016,0,0,0,0,0
000777,中核科技,2016,0,1,0,0,0
000778,新兴铸管,2016,0,0,1,0,0
000779,三毛派神,2016,0,0,0,0,1
000780,平庄能源,2016,0,0,0,0,2
000782,美达股份,2016,0,0,0,0,0
000783,长江证券,2016,0,0,0,0,0
000785,武汉中商,2016,0,1,0,0,4
000786,北新建材,2016,0,0,0,0,0
000788,北大医药,2016,0,0,0,0,0
000789,万年青,2016,0,2,0,0,0
000790,泰合健康,2016,0,0,0,0,1
000791,甘肃电投,2016,0,2,0,0,0
000792,盐湖股份,2016,0,0,0,0,0
000793,华闻传媒,2016,0,0,0,0,0
000795,英洛华,2016,0,0,0,0,0
000796,凯撒旅游,2016,0,0,0,0,0
000797,中国武夷,2016,0,0,0,0,0
000798,中水渔业,2016,0,0,0,0,0
000799,酒鬼酒,2016,0,0,0,0,0
000800,一汽轿车,2016,0,1,0,0,0
000801,四川九洲,2016,0,0,44,0,5
000802,北京文化,2016,0,0,0,0,0
000803,＊ST金宇,2016,0,0,0,0,0
000806,银河生物,2016,0,1,4,0,6
000807,云铝股份,2016,0,0,0,0,0
000809,铁岭新城,2016,0,0,0,0,0
000810,创维数字,2016,0,0,0,0,0
000811,烟台冰轮,2016,0,0,0,0,0
000812,陕西金叶,2016,0,0,0,0,0
000813,德展健康,2016,0,0,0,0,0
000815,美利云,2016,0,1,7,0,0
000816,智慧农业,2016,2,5,15,0,185
000818,方大化工,2016,0,0,0,0,0
000819,岳阳兴长,2016,0,0,0,0,0
000820,神雾节能,2016,0,0,0,0,0
000821,京山轻机,2016,20,0,0,0,0
000822,山东海化,2016,0,0,0,0,0
000823,超声电子,2016,3,1,3,0,11
000825,太钢不锈,2016,0,0,0,0,0
000826,启迪桑德,2016,0,0,0,0,0
000828,东莞控股,2016,0,0,0,0,0
000829,天音控股,2016,1,1,2,0,17
000830,鲁西化工,2016,0,1,0,0,0
000831,＊ST五稀,2016,0,0,0,0,0
000833,贵糖股份,2016,0,0,0,0,0
000835,长城动漫,2016,0,0,0,0,4
000836,鑫茂科技,2016,7,1,3,0,11
000837,秦川机床,2016,0,0,0,0,0
000838,财信发展,2016,0,0,0,0,3
000839,中信国安,2016,1,6,0,0,2
000848,承德露露,2016,0,0,0,0,2
000850,华茂股份,2016,0,0,0,0,5
000851,高鸿股份,2016,0,0,0,0,0
000852,石化机械,2016,0,0,0,0,2
000856,＊ST冀装,2016,0,3,0,0,0
000858,五粮液,2016,0,0,2,0,5
000859,国风塑业,2016,0,0,0,0,1
000860,顺鑫农业,2016,0,0,0,0,4
000861,海印股份,2016,0,2,4,0,19
000862,银星能源,2016,0,0,0,0,0
000863,三湘印象,2016,0,0,0,0,0
000868,安凯客车,2016,0,0,0,0,0
000869,张裕A,2016,0,0,0,0,0
000875,吉电股份,2016,0,0,0,0,1
000876,新希望,2016,0,0,0,0,0
000877,天山股份,2016,0,0,0,0,4
000878,云南铜业,2016,0,0,0,0,2
000880,潍柴重机,2016,0,0,0,0,0
000881,中广核技,2016,0,0,0,0,0
000882,华联股份,2016,0,0,0,0,7
000883,湖北能源,2016,0,0,0,0,0
000885,同力水泥,2016,0,0,0,0,0
000886,海南高速,2016,0,0,0,0,0
000887,中鼎股份,2016,0,0,0,0,1
000888,峨眉山A,2016,0,4,2,0,3
000889,茂业通信,2016,1,3,0,0,31
000890,法尔胜,2016,0,0,0,0,3
000892,欢瑞世纪,2016,0,1,0,0,0
000893,东凌国际,2016,0,0,0,0,0
000895,双汇发展,2016,0,0,0,0,0
000897,津滨发展,2016,0,0,0,0,0
000898,鞍钢股份,2016,0,0,0,0,2
000899,赣能股份,2016,0,0,0,0,0
000900,现代投资,2016,0,0,0,0,2
000901,航天科技,2016,6,4,11,0,4
000902,新洋丰,2016,0,2,1,0,1
000903,云内动力,2016,0,0,0,0,0
000905,厦门港务,2016,0,1,4,0,4
000906,浙商中拓,2016,0,0,0,0,11
000908,景峰医药,2016,0,0,0,0,0
000909,数源科技,2016,0,0,2,0,4
000910,大亚圣象,2016,0,0,0,0,3
000911,南宁糖业,2016,0,0,0,0,5
000912,泸天化,2016,0,0,0,0,0
000913,＊ST钱江,2016,0,0,0,0,0
000915,山大华特,2016,0,0,0,0,0
000916,华北高速,2016,0,0,0,0,1
000917,电广传媒,2016,0,1,7,0,4
000918,嘉凯城,2016,0,0,0,0,0
000919,金陵药业,2016,0,0,0,0,1
000920,南方汇通,2016,0,2,0,0,0
000921,海信科龙,2016,0,2,1,0,7
000922,＊ST佳电,2016,0,1,0,0,0
000923,河北宣工,2016,0,0,0,0,0
000925,众合科技,2016,1,0,1,0,1
000926,福星股份,2016,0,2,1,0,16
000927,一汽夏利,2016,0,0,0,0,0
000928,中钢国际,2016,0,0,0,0,0
000929,兰州黄河,2016,0,0,0,0,0
000930,中粮生化,2016,0,0,0,0,0
000931,中关村,2016,0,0,0,0,3
000932,华菱钢铁,2016,0,0,0,0,7
000933,＊ST神火,2016,0,0,0,0,0
000935,四川双马,2016,0,0,1,0,1
000936,华西股份,2016,0,1,0,0,6
000937,冀中能源,2016,0,1,0,0,0
000938,紫光股份,2016,1,17,31,0,38
000939,凯迪生态,2016,0,0,0,0,0
000948,南天信息,2016,0,5,15,0,8
000949,新乡化纤,2016,0,0,0,0,0
000950,＊ST建峰,2016,0,0,0,0,1
000951,中国重汽,2016,0,0,0,0,7
000952,广济药业,2016,0,0,0,0,0
000953,河池化工,2016,0,0,0,0,0
000955,欣龙控股,2016,0,0,0,0,1
000957,中通客车,2016,0,0,1,0,0
000958,东方能源,2016,0,1,0,0,0
000959,首钢股份,2016,0,0,0,0,0
000960,锡业股份,2016,0,0,0,0,0
000961,中南建设,2016,0,14,0,13,0
000962,＊ST东钽,2016,0,0,0,0,0
000963,华东医药,2016,0,0,0,0,4
000965,天保基建,2016,0,2,0,0,0
000966,长源电力,2016,0,0,0,0,0
000967,盈峰环境,2016,0,3,6,0,0
000968,＊ST煤气,2016,0,0,0,0,0
000969,安泰科技,2016,0,0,0,0,1
000970,中科三环,2016,0,0,0,0,0
000971,高升控股,2016,1,20,23,0,1
000972,中基健康,2016,0,0,0,0,2
000973,佛塑科技,2016,0,0,0,0,5
000975,银泰资源,2016,0,0,0,0,0
000976,春晖股份,2016,0,0,0,0,0
000977,浪潮信息,2016,8,19,49,0,1
000978,桂林旅游,2016,0,1,0,0,5
000979,中弘股份,2016,0,0,0,0,1
000980,金马股份,2016,0,0,0,0,0
000981,银亿股份,2016,0,0,1,0,2
000982,＊ST中绒,2016,0,0,2,0,0
000983,西山煤电,2016,0,0,0,0,0
000985,大庆华科,2016,0,0,0,0,0
000987,越秀金控,2016,0,0,0,0,0
000988,华工科技,2016,0,2,12,0,6
000989,九芝堂,2016,0,0,0,0,4
000990,诚志股份,2016,0,0,0,0,0
000993,闽东电力,2016,0,1,0,0,0
000995,＊ST皇台,2016,0,0,0,0,2
000996,中国中期,2016,0,0,0,0,1
000997,新大陆,2016,0,18,42,0,42
000998,隆平高科,2016,0,1,0,0,4
000999,华润三九,2016,0,0,0,0,0
001696,宗申动力,2016,0,0,0,0,0
001896,豫能控股,2016,0,0,0,0,1
001979,招商蛇口,2016,0,0,0,0,0
002001,新和成,2016,0,0,0,0,0
002002,鸿达兴业,2016,0,0,0,0,19
002003,伟星股份,2016,0,0,0,0,0
002004,华邦健康,2016,0,0,0,0,0
002005,德豪润达,2016,0,0,0,0,8
002006,精功科技,2016,1,0,1,0,0
002007,华兰生物,2016,0,0,0,0,0
002008,大族激光,2016,0,0,1,0,0
002009,天奇股份,2016,0,3,7,0,1
002010,传化智联,2016,7,7,4,0,14
002011,盾安环境,2016,0,0,2,0,0
002012,凯恩股份,2016,0,0,0,0,0
002013,中航机电,2016,0,0,0,0,1
002014,永新股份,2016,0,2,1,0,2
002015,霞客环保,2016,0,0,0,0,0
002016,世荣兆业,2016,0,0,0,0,0
002017,东信和平,2016,2,0,27,0,14
002018,华信国际,2016,0,1,1,0,1
002019,亿帆医药,2016,0,0,0,0,0
002020,京新药业,2016,0,0,0,0,0
002021,中捷资源,2016,0,0,0,0,0
002022,科华生物,2016,0,0,0,0,0
002023,海特高新,2016,0,0,1,0,0
002024,苏宁云商,2016,0,0,0,0,0
002025,航天电器,2016,0,0,1,0,1
002026,山东威达,2016,0,0,2,0,1
002027,分众传媒,2016,0,12,1,0,34
002028,思源电气,2016,0,0,0,0,3
002029,七匹狼,2016,0,0,0,0,0
002030,达安基因,2016,0,0,0,0,0
002031,巨轮智能,2016,0,4,0,0,0
002032,苏泊尔,2016,0,0,0,0,3
002033,丽江旅游,2016,0,0,0,0,0
002034,美欣达,2016,0,1,0,0,0
002035,华帝股份,2016,4,0,0,0,10
002036,联创电子,2016,0,0,4,0,8
002037,久联发展,2016,0,0,2,0,0
002038,双鹭药业,2016,0,0,1,0,0
002039,黔源电力,2016,0,0,0,0,0
002040,南京港,2016,0,0,0,0,0
002041,登海种业,2016,0,0,0,0,1
002042,华孚色纺,2016,0,0,0,0,3
002043,兔宝宝,2016,0,1,0,0,8
002044,美年健康,2016,2,19,0,0,3
002045,国光电器,2016,2,1,1,0,5
002046,轴研科技,2016,0,0,0,0,0
002047,宝鹰股份,2016,0,0,1,0,17
002048,宁波华翔,2016,0,0,0,0,0
002049,紫光国芯,2016,0,1,3,0,1
002050,三花智控,2016,0,0,1,0,0
002051,中工国际,2016,0,0,0,0,0
002052,同洲电子,2016,0,8,2,0,5
002053,云南能投,2016,0,0,0,0,0
002054,德美化工,2016,0,1,0,0,1
002055,得润电子,2016,1,1,11,0,7
002056,横店东磁,2016,0,0,0,0,0
002057,中钢天源,2016,0,0,0,0,0
002058,威尔泰,2016,0,0,0,0,0
002059,云南旅游,2016,0,0,0,0,0
002060,粤水电,2016,0,0,0,0,0
002061,＊ST江化,2016,0,0,1,0,0
002062,宏润建设,2016,0,0,0,0,0
002063,远光软件,2016,16,30,17,19,7
002064,华峰氨纶,2016,0,1,0,0,0
002065,东华软件,2016,7,43,40,5,27
002066,瑞泰科技,2016,0,0,0,0,0
002067,景兴纸业,2016,0,0,0,0,6
002068,黑猫股份,2016,0,0,0,0,0
002069,＊ST獐岛,2016,0,0,0,0,8
002070,众和股份,2016,0,0,0,0,0
002071,长城影视,2016,0,0,0,0,0
002072,凯瑞德,2016,0,0,1,0,6
002073,软控股份,2016,0,0,0,0,0
002074,国轩高科,2016,0,0,0,0,2
002075,沙钢股份,2016,0,2,0,0,3
002076,雪莱特,2016,5,2,4,0,12
002077,大港股份,2016,0,1,2,0,0
002078,太阳纸业,2016,0,3,0,0,1
002079,苏州固锝,2016,0,0,9,0,4
002080,中材科技,2016,0,0,0,0,0
002081,金螳螂,2016,0,0,0,0,0
002082,栋梁新材,2016,0,0,0,0,0
002083,孚日股份,2016,0,0,0,0,1
002084,海鸥卫浴,2016,0,0,1,0,56
002085,万丰奥威,2016,1,2,2,0,0
002086,东方海洋,2016,0,4,0,0,3
002087,新野纺织,2016,0,0,0,0,0
002088,鲁阳节能,2016,0,0,0,0,0
002089,新海宜,2016,0,0,0,0,0
002090,金智科技,2016,2,1,0,0,35
002091,江苏国泰,2016,0,0,0,0,10
002092,中泰化学,2016,0,0,0,0,0
002093,国脉科技,2016,1,27,58,0,3
002094,青岛金王,2016,0,2,0,0,4
002095,生意宝,2016,0,0,1,0,57
002096,南岭民爆,2016,0,0,0,0,1
002097,山河智能,2016,2,0,0,0,0
002098,浔兴股份,2016,0,0,0,0,0
002099,海翔药业,2016,0,0,0,0,0
002100,天康生物,2016,0,0,1,0,0
002101,广东鸿图,2016,0,0,0,0,0
002102,冠福股份,2016,0,1,0,0,51
002103,广博股份,2016,0,1,0,0,31
002104,恒宝股份,2016,0,0,28,2,24
002105,信隆健康,2016,0,0,0,0,0
002106,莱宝高科,2016,0,0,0,0,1
002107,沃华医药,2016,0,0,0,0,0
002108,沧州明珠,2016,0,0,2,0,0
002109,＊ST兴化,2016,0,0,0,0,0
002110,三钢闽光,2016,0,0,0,0,3
002111,威海广泰,2016,0,1,2,0,0
002112,三变科技,2016,0,0,0,0,1
002113,天润数娱,2016,0,0,0,0,0
002114,罗平锌电,2016,0,1,0,0,0
002115,三维通信,2016,0,1,3,0,3
002116,中国海诚,2016,0,0,0,0,0
002117,东港股份,2016,0,0,2,0,4
002118,紫鑫药业,2016,0,0,0,0,1
002119,康强电子,2016,0,1,3,0,0
002120,韵达股份,2016,0,0,0,0,0
002121,科陆电子,2016,0,0,0,0,0
002122,天马股份,2016,6,13,2,0,0
002123,梦网荣信,2016,0,1,2,0,36
002124,天邦股份,2016,0,0,0,0,0
002125,湘潭电化,2016,0,0,0,0,0
002126,银轮股份,2016,0,0,6,0,0
002127,南极电商,2016,0,3,0,0,58
002128,露天煤业,2016,0,0,0,0,0
002129,中环股份,2016,0,0,0,0,1
002130,沃尔核材,2016,0,0,0,0,4
002131,利欧股份,2016,0,0,0,0,0
002132,恒星科技,2016,0,1,0,0,0
002133,广宇集团,2016,0,0,0,0,1
002134,天津普林,2016,0,1,1,0,0
002135,东南网架,2016,0,1,3,0,0
002136,安纳达,2016,0,0,0,0,0
002137,麦达数字,2016,0,0,0,0,0
002138,顺络电子,2016,0,0,2,0,1
002139,拓邦股份,2016,1,1,10,0,9
002140,东华科技,2016,0,0,0,0,0
002141,贤丰控股,2016,0,0,0,0,0
002142,宁波银行,2016,0,0,0,0,0
002143,印纪传媒,2016,0,0,0,0,1
002144,宏达高科,2016,0,0,0,0,0
002145,中核钛白,2016,0,0,0,0,0
002146,荣盛发展,2016,0,0,0,0,0
002147,新光圆成,2016,0,0,0,0,1
002148,北纬通信,2016,0,3,3,0,83
002149,西部材料,2016,0,0,1,0,0
002150,通润装备,2016,0,0,0,0,0
002151,北斗星通,2016,0,0,0,0,0
002152,广电运通,2016,2,4,2,1,19
002153,石基信息,2016,1,5,6,0,21
002154,报喜鸟,2016,0,0,0,0,12
002155,湖南黄金,2016,0,0,0,0,0
002156,通富微电,2016,0,0,3,0,0
002157,正邦科技,2016,0,0,0,0,0
002158,汉钟精机,2016,0,2,3,0,0
002159,三特索道,2016,0,0,0,0,0
002160,常铝股份,2016,0,0,0,0,0
002161,远望谷,2016,0,5,78,0,12
002162,悦心健康,2016,0,2,0,0,0
002163,中航三鑫,2016,0,0,0,0,0
002164,宁波东力,2016,0,0,0,0,0
002165,红宝丽,2016,1,0,0,0,0
002166,莱茵生物,2016,0,0,0,0,0
002167,东方锆业,2016,0,0,0,0,0
002168,深圳惠程,2016,0,2,0,0,2
002169,智光电气,2016,2,1,4,0,7
002170,芭田股份,2016,0,15,18,0,16
002171,楚江新材,2016,0,0,0,0,0
002172,澳洋科技,2016,0,0,0,0,5
002173,＊ST创疗,2016,0,0,0,0,2
002174,游族网络,2016,0,9,0,0,3
002175,＊ST东网,2016,0,2,0,0,1
002176,江特电机,2016,1,0,0,0,5
002177,御银股份,2016,1,1,4,0,7
002178,延华智能,2016,0,8,16,0,27
002179,中航光电,2016,0,0,0,0,0
002180,艾派克,2016,0,0,0,0,0
002181,粤传媒,2016,0,0,0,0,0
002182,云海金属,2016,0,0,0,0,0
002183,怡亚通,2016,0,0,0,0,0
002184,海得控制,2016,0,5,1,0,0
002185,华天科技,2016,0,0,2,0,0
002186,全聚德,2016,0,1,0,0,2
002187,广百股份,2016,0,1,0,0,3
002188,巴士在线,2016,0,0,2,0,3
002189,利达光电,2016,2,1,2,0,2
002190,成飞集成,2016,0,0,0,0,0
002191,劲嘉股份,2016,0,5,6,0,0
002192,融捷股份,2016,0,0,0,0,1
002193,山东如意,2016,0,3,1,0,0
002194,武汉凡谷,2016,0,0,1,0,0
002195,二三四五,2016,0,32,1,0,97
002196,方正电机,2016,3,1,4,0,0
002197,证通电子,2016,0,15,60,0,52
002198,嘉应制药,2016,0,0,0,0,0
002199,＊ST东晶,2016,0,0,1,0,2
002200,云投生态,2016,0,3,0,0,0
002201,九鼎新材,2016,0,0,0,0,0
002202,金风科技,2016,0,0,0,0,0
002203,海亮股份,2016,0,3,0,0,2
002204,大连重工,2016,0,2,0,0,0
002205,国统股份,2016,0,0,0,0,0
002206,海利得,2016,0,0,0,0,0
002207,＊ST准油,2016,0,0,0,0,1
002208,合肥城建,2016,0,0,0,0,0
002209,达意隆,2016,1,1,0,0,2
002210,飞马国际,2016,1,5,9,0,1
002211,宏达新材,2016,0,0,0,0,0
002212,南洋股份,2016,0,19,9,0,3
002213,特尔佳,2016,0,0,0,0,0
002214,大立科技,2016,0,0,0,0,0
002215,诺普信,2016,0,0,0,0,0
002216,三全食品,2016,0,0,0,0,3
002217,合力泰,2016,0,0,0,0,0
002218,拓日新能,2016,0,0,0,0,2
002219,恒康医疗,2016,0,1,0,0,0
002220,天宝股份,2016,0,2,0,0,0
002221,东华能源,2016,0,0,4,0,0
002222,福晶科技,2016,0,0,0,0,0
002223,鱼跃医疗,2016,0,1,2,0,8
002224,三力士,2016,0,0,0,0,0
002225,濮耐股份,2016,0,0,0,0,0
002226,江南化工,2016,7,4,1,0,4
002227,奥特迅,2016,0,0,1,0,2
002228,合兴包装,2016,0,0,2,0,13
002229,鸿博股份,2016,0,0,28,0,1
002230,科大讯飞,2016,113,22,12,0,13
002231,奥维通信,2016,0,0,1,0,1
002232,启明信息,2016,0,6,6,0,1
002233,塔牌集团,2016,0,0,0,0,1
002234,民和股份,2016,0,0,0,0,0
002235,安妮股份,2016,0,11,6,0,1
002236,大华股份,2016,23,28,25,0,4
002237,恒邦股份,2016,0,0,0,0,0
002238,天威视讯,2016,0,7,5,0,8
002239,奥特佳,2016,0,0,0,0,0
002240,威华股份,2016,0,0,0,0,1
